gene_name,NC_1,NC_2,NC_3,S4_1,S4_2,S4_3
MGAT5,1742,1790,1909,2225,2494,2216
MGAT5B,1,3,2,2,3,6
MGLL,2483,2750,2622,4525,4988,4195
MGME1,282,339,340,957,1060,861
MGMT,147,194,211,135,198,140
MGP,6843,8053,7573,353,312,276
MGRN1,545,598,626,657,777,662
MGST1,2263,2597,2371,2047,2187,1955
MGST2,210,239,180,91,118,72
MGST3,830,901,974,727,886,735
MIA,4,0,3,0,4,9
MIA-RAB4B,2,0,2,12,13,2
MIA2,505,550,564,712,857,689
MIA3,2668,2725,2863,2284,2518,2229
MIB1,1880,1976,2132,2714,3166,2540
MIB2,340,339,279,242,254,213
MICA,403,457,441,394,464,412
MICAL1,1595,1682,1695,942,1061,885
MICAL2,1807,1941,2003,6975,8111,6708
MICAL3,1110,1067,1162,1260,1271,1222
MICALL1,542,604,626,919,1142,963
MICALL2,209,271,242,197,256,186
MICB,294,320,337,458,534,458
MICOS10,757,984,827,1303,1402,1241
MICOS10-NBL1,17,0,53,0,113,43
MICOS13,147,155,152,160,193,139
MICU1,1071,1174,1085,1119,1309,1087
MICU2,730,767,701,1022,1261,945
MICU3,762,752,816,474,398,356
MID1,1078,943,946,926,912,781
MID1IP1,702,792,782,1018,1113,933
MID2,576,610,627,434,565,441
MIDEAS,446,451,526,515,651,475
MIDN,604,608,579,741,863,772
MIEF1,839,885,866,1656,1759,1508
MIEF2,106,97,113,101,101,91
MIEN1,349,391,458,354,440,327
MIER1,1513,1659,1672,1991,2207,1813
MIER2,123,179,168,256,314,259
MIER3,647,622,654,1047,1166,957
MIF,602,688,623,1263,1286,1162
MIF4GD,88,93,64,53,75,64
MIGA1,1002,1134,1125,1085,1234,1012
MIGA2,262,299,297,323,428,375
MIIP,46,53,45,96,105,113
MILR1,19,10,28,41,33,40
MINAR1,113,116,105,80,89,100
MINAR2,0,0,0,0,0,0
MINDY1,135,118,131,48,57,41
MINDY2,1848,1918,1918,861,962,811
MINDY3,835,997,972,865,1030,797
MINDY4,148,127,142,68,105,60
MINDY4B,0,0,0,0,0,0
MINK1,1458,1425,1440,1288,1366,1174
MINPP1,516,583,631,654,695,564
MIOS,350,431,376,1091,1207,1010
MIOX,3,1,2,3,0,7
MIP,1,0,0,5,3,2
MIPEP,116,149,164,250,226,188
MIPOL1,157,128,164,193,156,230
MIS12,247,289,313,652,828,663
MIS18A,63,88,94,321,389,348
MIS18BP1,585,612,662,1699,1754,1529
MISFA,0,1,2,0,6,7
MISP,0,1,1,3,3,0
MISP3,8,5,2,0,1,6
MITD1,271,278,300,476,472,424
MITF,1103,1158,1131,432,410,360
MIURF,0,0,0,0,0,0
MIX23,116,110,104,309,375,360
MIXL1,0,0,0,1,0,0
MKI67,302,298,367,11683,12501,10642
MKKS,498,505,527,638,738,672
MKLN1,2437,2581,2776,3211,3620,3026
MKNK1,427,455,493,395,457,400
MKNK2,520,577,644,1147,1361,1121
MKRN1,1463,1630,1701,1475,1690,1540
MKRN2,736,803,741,863,1001,816
MKRN2OS,1,0,1,0,1,1
MKRN3,4,10,5,29,29,17
MKS1,95,138,134,195,193,168
MKX,1190,1434,1376,709,807,699
MLANA,10,13,4,15,2,8
MLC1,12,20,11,1,6,1
MLEC,3731,4145,3996,3983,4563,3951
MLF1,70,74,115,185,183,166
MLF2,1585,1852,1725,2392,2661,2234
MLH1,593,603,642,1224,1356,1165
MLH3,424,451,402,603,727,569
MLIP,0,0,0,0,0,0
MLKL,149,202,159,322,417,348
MLLT1,1118,1211,1148,1012,1172,940
MLLT10,766,773,830,790,878,794
MLLT11,97,134,111,222,248,207
MLLT3,466,604,587,355,442,351
MLLT6,1163,1234,1169,1088,1190,1009
MLN,0,0,0,0,0,0
MLNR,0,0,0,0,0,0
MLPH,226,259,257,1564,1720,1382
MLST8,151,171,175,279,277,251
MLX,679,793,724,1005,1047,905
MLXIP,1038,1078,1054,1549,1777,1408
MLXIPL,0,0,0,0,0,0
MLYCD,104,81,119,59,68,48
MMAA,225,221,258,168,210,179
MMAB,187,179,202,178,190,151
MMACHC,117,107,157,183,266,227
MMADHC,1927,2176,2124,3099,3368,2803
MMD,433,505,476,549,570,468
MMD2,0,0,0,0,0,0
MME,15301,15764,16077,14817,15523,13317
MMEL1,22,9,12,43,21,24
MMGT1,1052,1267,1318,1463,1605,1347
MMP1,2,5,1,4484,5247,4220
MMP10,0,0,0,81,67,37
MMP11,295,376,279,6,18,11
MMP12,0,0,2,14,20,12
MMP13,0,0,0,3,2,6
MMP14,7963,8832,8462,11549,13004,10998
MMP15,50,66,32,154,182,121
MMP16,36,40,49,363,475,355
MMP17,150,157,152,188,199,198
MMP19,460,515,447,654,860,638
MMP2,14913,16797,16164,9065,10119,8095
MMP20,0,0,0,0,0,0
MMP21,12,11,19,10,26,27
MMP23B,11,32,10,4,5,0
MMP24,186,241,241,28,31,37
MMP24OS,512,578,530,273,313,248
MMP25,10,2,1,29,19,7
MMP26,0,0,0,0,0,0
MMP27,0,0,0,0,0,0
MMP28,11,4,4,0,2,0
MMP3,118,133,145,4827,5576,4256
MMP7,2,0,0,0,0,1
MMP8,0,0,0,3,3,0
MMP9,0,0,0,0,0,0
MMRN1,0,0,1,1,0,0
MMRN2,3,12,14,13,16,18
MMS19,615,663,692,792,907,820
MMS22L,165,220,212,1018,1081,953
MMUT,710,807,784,583,601,523
MN1,265,285,269,186,198,162
MNAT1,304,360,417,690,739,690
MND1,3,0,3,152,195,143
MNDA,0,0,0,0,0,0
MNS1,30,23,22,63,107,71
MNT,390,440,427,318,338,351
MNX1,0,0,0,0,0,0
MOAP1,512,523,499,408,444,336
MOB1A,4060,4408,4502,4956,5620,4798
MOB1B,1408,1462,1633,2456,2809,2295
MOB2,228,238,211,192,241,193
MOB3A,624,688,617,671,730,630
MOB3B,5,3,5,1,1,0
MOB3C,225,237,253,192,224,186
MOB4,1175,1248,1235,1305,1555,1337
MOBP,0,0,0,0,6,3
MOCOS,363,345,351,835,876,776
MOCS1,551,569,569,230,215,233
MOCS2,764,897,877,970,1107,986
MOCS3,129,155,157,235,267,263
MOG,0,1,0,0,0,1
MOGAT1,0,0,0,0,0,0
MOGAT2,0,0,0,0,0,0
MOGAT3,0,0,0,0,0,0
MOGS,561,629,614,617,739,631
MOK,159,192,190,340,424,318
MON1A,102,93,78,139,120,115
MON1B,695,820,722,800,832,757
MON2,1857,1991,2024,1896,2075,1721
MORC1,0,0,0,1,0,0
MORC2,658,679,765,999,1232,968
MORC3,843,938,991,1366,1534,1308
MORC4,571,699,590,757,945,821
MORF4L1,10791,11847,11598,9538,10918,9210
MORF4L2,10537,11605,11231,9235,10252,8762
MORN1,52,40,31,42,59,64
MORN2,153,177,192,134,167,150
MORN3,10,13,14,3,2,5
MORN4,155,172,166,121,160,146
MORN5,0,0,0,0,0,0
MOS,0,0,0,0,0,0
MOSMO,747,800,839,1579,1689,1430
MOSPD1,471,594,541,804,925,783
MOSPD2,1413,1438,1522,1393,1384,1102
MOSPD3,106,119,81,68,62,67
MOV10,591,578,592,628,727,586
MOV10L1,89,90,95,22,22,40
MOXD1,203,190,210,236,248,162
MPC1,280,369,333,187,240,180
MPC1L,0,0,0,0,0,0
MPC2,862,973,886,1026,1273,952
MPDU1,410,463,409,653,865,680
MPDZ,2757,2966,3040,1393,1404,1129
MPEG1,0,0,0,0,0,0
MPG,273,337,316,311,307,267
MPHOSPH10,641,756,722,1111,1304,1039
MPHOSPH6,316,349,366,714,833,712
MPHOSPH8,1045,1181,1219,988,1159,952
MPHOSPH9,374,356,402,1071,1025,913
MPI,361,397,433,346,373,322
MPIG6B,0,0,0,0,3,1
MPL,5,7,3,0,4,4
MPLKIP,343,359,367,373,419,395
MPND,72,80,67,60,54,45
MPO,0,0,0,0,0,0
MPP1,199,224,188,263,254,241
MPP2,39,35,36,49,55,43
MPP3,188,156,138,157,167,125
MPP4,32,12,29,50,49,53
MPP7,15,21,32,58,28,40
MPPE1,499,629,585,375,450,367
MPPED1,0,0,0,0,0,0
MPPED2,0,0,0,0,0,0
MPRIP,6112,6450,6575,5549,6209,5239
MPST,311,277,329,220,295,247
MPV17,478,580,547,500,500,503
MPV17L,21,28,21,18,20,28
MPV17L2,138,120,114,142,212,125
MPZ,8,5,16,10,8,9
MPZL1,4892,5126,5409,3983,4483,3682
MPZL2,0,0,0,0,1,0
MPZL3,9,15,9,13,21,12
MR1,1755,1754,1876,701,786,718
MRAP,0,0,0,0,0,2
MRAP2,10,3,8,10,8,15
MRAS,2639,2855,2803,1553,1769,1399
MRC1,0,1,0,9,7,2
MRC2,14043,15322,15237,5297,5390,4492
MRE11,665,711,774,1041,1155,1011
MREG,45,60,49,90,123,75
MRFAP1,4176,4788,4824,5955,7110,5782
MRFAP1L1,990,1068,1032,1185,1381,1151
MRFAP1L2,121,145,138,212,235,159
MRGBP,227,253,267,398,482,419
MRGPRD,0,0,0,1,0,0
MRGPRE,0,0,0,1,0,0
MRGPRF,283,343,360,287,286,222
MRGPRG,0,0,0,0,0,0
MRGPRX1,0,0,0,0,0,0
MRGPRX2,0,0,0,0,0,0
MRGPRX3,0,0,0,0,2,0
MRGPRX4,0,0,0,0,1,0
MRI1,248,265,293,287,398,335
MRLN,0,0,0,0,0,0
MRM1,50,35,38,91,115,97
MRM2,251,268,295,565,608,496
MRM3,101,122,150,290,369,308
MRNIP,837,893,803,1683,2277,1737
MRO,2,1,0,0,1,0
MROH1,366,352,435,405,499,433
MROH2A,0,1,0,0,0,0
MROH2B,0,0,0,0,0,0
MROH5,0,0,0,0,0,0
MROH6,15,7,10,26,17,10
MROH7,3,6,10,3,0,0
MROH7-TTC4,7,0,2,1,9,1
MROH8,28,24,28,6,10,14
MROH9,4,6,10,4,5,3
MRPL1,188,221,185,454,532,492
MRPL10,279,276,251,416,499,391
MRPL11,289,354,281,456,559,465
MRPL12,227,300,314,677,775,640
MRPL13,495,607,547,1006,1169,964
MRPL14,162,169,153,323,379,363
MRPL15,556,659,650,976,1171,991
MRPL16,362,377,389,439,537,465
MRPL17,439,411,478,728,880,640
MRPL18,531,615,613,951,1171,872
MRPL19,1277,1337,1365,1610,2110,1756
MRPL2,135,165,155,278,370,304
MRPL20,404,431,432,603,735,706
MRPL21,177,210,191,344,363,326
MRPL22,252,317,280,625,706,648
MRPL23,179,216,205,260,258,220
MRPL24,324,420,370,707,891,723
MRPL27,271,407,407,522,631,607
MRPL28,314,379,351,473,638,483
MRPL3,1090,1167,1122,2708,2914,2691
MRPL30,510,532,512,1030,1094,956
MRPL32,686,797,724,1063,1154,1035
MRPL33,707,732,792,764,932,838
MRPL34,169,212,139,184,241,177
MRPL35,588,649,675,986,1061,862
MRPL36,134,225,184,227,301,251
MRPL37,540,652,646,1230,1319,1099
MRPL38,249,285,265,407,513,425
MRPL39,180,204,190,530,593,496
MRPL4,225,220,211,349,427,312
MRPL40,192,255,262,310,348,316
MRPL41,202,212,189,292,315,261
MRPL42,777,952,875,1423,1552,1326
MRPL43,288,326,320,421,475,370
MRPL44,474,479,446,695,758,632
MRPL45,352,375,351,536,699,628
MRPL46,190,228,253,306,370,305
MRPL47,465,521,527,1038,1234,1034
MRPL48,168,222,245,257,352,289
MRPL49,561,567,531,904,1026,777
MRPL50,394,488,403,644,694,662
MRPL51,890,1064,1020,1462,1676,1495
MRPL52,189,201,162,344,413,351
MRPL53,180,169,185,206,232,189
MRPL54,241,288,284,304,350,301
MRPL55,100,127,115,153,158,138
MRPL57,176,206,189,215,294,234
MRPL58,172,217,188,428,524,396
MRPL9,325,439,428,817,979,842
MRPS10,704,699,736,1329,1520,1302
MRPS11,249,277,318,384,434,416
MRPS12,133,157,175,276,277,259
MRPS14,465,449,457,342,390,319
MRPS15,407,530,484,750,948,775
MRPS16,558,614,644,1050,1182,1002
MRPS17,158,201,170,280,386,295
MRPS18A,158,180,198,302,344,285
MRPS18B,341,409,406,805,883,774
MRPS18C,372,393,365,764,838,787
MRPS2,192,211,189,555,568,474
MRPS21,686,693,650,768,910,768
MRPS22,750,869,841,1345,1544,1183
MRPS23,459,587,479,809,942,754
MRPS24,405,460,439,502,559,447
MRPS25,1209,1222,1293,2247,2655,2249
MRPS26,110,94,94,194,207,171
MRPS27,667,720,685,1234,1511,1234
MRPS28,217,259,235,336,459,394
MRPS30,548,566,667,950,1158,1023
MRPS31,162,184,203,439,462,374
MRPS33,283,340,316,465,603,415
MRPS34,250,264,232,446,538,478
MRPS35,761,803,779,1380,1544,1269
MRPS5,828,881,868,1281,1424,1294
MRPS6,413,508,554,558,636,477
MRPS7,509,551,565,939,1090,938
MRPS9,261,313,353,509,672,560
MRRF,365,356,396,638,675,572
MRS2,572,666,672,708,773,653
MRTFA,685,746,744,428,520,422
MRTFB,360,467,427,597,641,579
MRTO4,249,240,299,1131,1367,1151
MS4A1,0,0,0,0,0,0
MS4A10,0,0,0,0,0,0
MS4A12,0,0,0,0,0,0
MS4A13,0,0,0,0,0,0
MS4A14,0,0,0,0,0,0
MS4A15,0,0,0,0,0,0
MS4A18,0,0,0,0,0,0
MS4A2,0,0,0,0,2,1
MS4A3,0,0,0,0,0,0
MS4A4A,0,0,0,0,0,0
MS4A4E,0,0,0,0,0,0
MS4A5,0,0,0,0,0,0
MS4A6A,0,0,0,0,0,0
MS4A6E,0,0,0,0,0,0
MS4A7,0,0,0,0,0,0
MS4A8,0,0,0,0,0,0
MSANTD1,0,1,0,2,1,3
MSANTD2,195,207,185,316,360,351
MSANTD3,503,501,522,1411,1609,1430
MSANTD3-TMEFF1,107,107,115,237,297,172
MSANTD4,829,892,937,1051,1160,908
MSANTD5,0,0,0,0,0,0
MSANTD7,433,417,453,931,1037,818
MSC,10,8,3,109,101,60
MSGN1,0,0,0,0,0,0
MSH2,232,292,296,1477,1591,1327
MSH3,474,544,447,631,645,592
MSH4,0,0,0,1,1,1
MSH5,81,59,61,158,194,192
MSH5-SAPCD1,10,38,49,94,106,48
MSH6,1021,1188,1150,2665,3119,2692
MSI1,0,0,0,0,2,0
MSI2,1124,1241,1221,946,1075,917
MSL1,2213,2515,2448,2352,2681,2383
MSL2,412,471,464,595,651,585
MSL3,644,702,714,778,849,764
MSLN,11,5,3,0,0,0
MSLNL,0,0,0,0,0,0
MSMB,0,0,0,0,0,0
MSMO1,1726,1867,2089,1611,1847,1549
MSMP,3,0,3,2,6,0
MSN,8671,9506,9465,15420,16892,14474
MSR1,0,0,0,0,0,0
MSRA,118,170,154,223,260,215
MSRB1,209,287,302,148,146,154
MSRB2,224,218,231,143,171,108
MSRB3,4796,5206,5202,3179,3198,2730
MSS51,28,11,29,11,28,21
MST1,71,76,67,45,32,21
MST1R,11,12,5,4,1,1
MSTN,4,4,6,2,8,0
MSTO1,273,339,336,469,485,473
MSX1,224,262,229,179,191,121
MSX2,119,102,84,118,137,128
MT1A,0,0,3,8,16,13
MT1B,0,0,0,0,0,0
MT1E,196,254,238,2930,3490,2903
MT1F,9,6,1,29,22,21
MT1G,0,0,0,93,123,87
MT1H,0,0,0,12,16,8
MT1HL1,0,0,0,0,0,0
MT1M,4,5,3,30,55,48
MT1X,54,65,54,333,413,348
MT2A,706,840,847,17486,18450,15677
MT3,0,0,0,0,0,0
MT4,0,0,0,0,0,0
MTA1,523,628,595,715,929,739
MTA2,977,1097,1190,2061,2461,2013
MTA3,523,536,515,462,495,423
MTAP,875,1035,962,1715,2109,1665
MTARC1,31,19,20,21,30,19
MTARC2,145,142,180,95,111,131
MTBP,84,74,66,384,411,374
MTCH1,3449,3850,3574,3064,3554,2914
MTCH2,1282,1402,1355,2042,2346,1979
MTCL1,954,978,939,741,834,795
MTCL2,1639,1679,1663,2506,2476,2278
MTCL3,63,74,69,108,128,69
MTCP1,31,34,40,48,50,44
MTDH,3902,4338,4471,6273,7127,5981
MTERF1,151,212,216,310,389,325
MTERF2,209,204,262,122,155,181
MTERF3,209,247,239,435,509,424
MTERF4,512,486,536,570,629,567
MTF1,545,691,637,886,1108,842
MTF2,289,329,319,617,634,533
MTFMT,129,157,172,189,261,178
MTFP1,22,20,19,100,96,125
MTFR1,375,389,441,891,966,764
MTFR1L,899,922,934,725,808,740
MTFR2,35,20,29,198,258,183
MTG1,197,238,186,319,396,337
MTG2,276,269,243,404,453,397
MTHFD1,1063,1146,1145,3407,3973,3374
MTHFD1L,648,702,806,1915,2155,1794
MTHFD2,2302,2700,2507,6663,7643,6250
MTHFD2L,60,64,66,143,165,133
MTHFR,450,478,477,277,311,263
MTHFS,83,101,91,145,109,125
MTHFSD,211,222,234,205,303,259
MTIF2,490,532,548,1107,1342,1104
MTIF3,344,343,403,286,360,293
MTLN,107,144,132,139,183,131
MTM1,276,293,316,361,458,375
MTMR1,534,549,539,635,757,619
MTMR10,2834,2934,2911,1043,1097,951
MTMR11,155,176,183,122,149,112
MTMR12,484,604,610,897,906,854
MTMR14,288,329,345,410,518,430
MTMR2,1571,1738,1705,2341,2753,2329
MTMR3,1077,1093,1084,909,980,852
MTMR4,552,580,600,604,751,632
MTMR6,1380,1530,1663,3201,3332,2850
MTMR7,62,95,93,74,91,95
MTMR8,4,0,3,1,1,1
MTMR9,635,721,704,1086,1206,981
MTNR1A,1,2,1,2,8,3
MTNR1B,0,0,0,0,0,0
MTO1,409,454,444,794,827,774
MTOR,1623,1740,1680,2011,2239,1933
MTPAP,342,292,343,706,784,688
MTPN,5929,6595,6879,8742,9658,8232
MTR,1956,2017,2140,1802,1980,1657
MTRES1,211,241,198,283,259,281
MTREX,1264,1311,1475,2765,3049,2572
MTRF1,141,186,161,200,226,202
MTRF1L,533,637,651,929,1047,945
MTRFR,280,368,342,398,391,341
MTRR,797,838,813,1131,1350,1125
MTSS1,7,14,16,116,157,92
MTSS2,2621,2886,2833,1148,1371,1029
MTTP,0,0,1,1,1,2
MTURN,482,535,488,389,392,332
MTUS1,30,39,26,66,69,41
MTUS2,17,19,14,1,3,1
MTX1,216,295,262,384,413,351
MTX2,370,372,326,463,609,471
MTX3,855,857,969,1414,1682,1420
MUC1,193,190,202,48,60,35
MUC12,6,13,13,12,9,13
MUC13,0,0,7,31,21,14
MUC15,0,1,0,0,1,0
MUC16,0,0,0,0,0,0
MUC17,0,0,0,0,4,1
MUC19,0,2,0,0,3,0
MUC2,0,0,0,1,0,0
MUC20,21,21,37,27,22,30
MUC21,0,0,0,0,0,0
MUC22,0,0,0,0,0,0
MUC3A,3,5,2,0,1,1
MUC4,1,0,0,0,2,1
MUC5AC,0,0,0,0,0,0
MUC5B,2,1,2,1,4,2
MUC6,3,6,2,7,5,11
MUC7,0,0,0,0,0,0
MUCL1,0,0,0,0,0,0
MUCL3,2,0,3,0,1,0
MUL1,466,508,475,680,812,662
MUS81,285,287,327,360,426,371
MUSK,0,0,3,7,14,8
MUSTN1,0,0,0,0,0,0
MUTYH,57,58,63,88,119,88
MVB12A,143,158,185,152,133,144
MVB12B,93,122,109,128,149,120
MVD,177,197,272,244,277,240
MVK,125,176,143,148,224,162
MVP,2526,2625,2583,1823,2129,1695
MX1,106,115,137,150,137,103
MX2,116,112,133,36,27,30
MXD1,225,241,261,331,304,236
MXD3,26,27,31,152,229,151
MXD4,1257,1449,1432,543,557,431
MXI1,422,395,360,314,342,334
MXRA5,8605,8617,9243,1882,2132,1734
MXRA7,6311,7201,6632,3580,3933,3282
MXRA8,5332,5899,5804,1326,1401,1212
MYADM,3758,4006,3773,1516,1622,1437
MYADML2,1,0,0,0,1,0
MYB,1,0,1,55,47,26
MYBBP1A,413,396,371,1158,1305,1177
MYBL1,224,262,241,1488,1529,1293
MYBL2,44,53,38,1110,1285,1040
MYBPC1,0,0,0,0,0,1
MYBPC2,5,0,0,0,0,0
MYBPC3,0,1,0,0,0,0
MYBPH,0,0,0,0,0,0
MYBPHL,1,0,1,0,0,1
MYC,321,328,328,1539,1748,1507
MYCBP,391,417,420,660,727,721
MYCBP2,6598,6747,7318,4736,5206,4527
MYCBPAP,25,21,21,13,15,7
MYCL,1,2,0,11,7,16
MYCN,0,0,0,0,0,0
MYCT1,0,0,0,42,22,28
MYD88,506,497,472,438,507,473
MYDGF,970,1179,1026,1734,2013,1663
MYEF2,400,382,397,536,590,578
MYEOV,0,0,1,3,17,8
MYF5,0,0,0,0,0,0
MYF6,0,0,0,1,1,0
MYG1,164,211,160,274,425,322
MYH1,0,3,3,0,0,0
MYH10,3432,3679,3763,2105,2288,1902
MYH11,13,21,25,17,19,17
MYH13,0,0,0,0,0,0
MYH14,1,0,0,0,0,0
MYH15,2,1,0,2,7,2
MYH2,5,13,11,1,0,3
MYH3,37,52,33,68,82,58
MYH4,0,0,0,0,0,0
MYH6,0,0,0,0,0,0
MYH7,0,0,0,0,0,0
MYH7B,3,2,1,2,4,0
MYH8,0,0,0,0,0,0
MYH9,28815,29243,28271,22471,25051,21304
MYL1,0,0,0,0,0,0
MYL10,1,0,0,0,0,0
MYL11,0,2,2,1,0,1
MYL12A,13298,15138,14932,7489,8510,6989
MYL12B,9835,10987,10712,7323,8528,6875
MYL2,0,0,0,0,0,0
MYL3,39,59,45,2,5,8
MYL4,1,0,1,0,1,0
MYL5,125,116,108,72,72,59
MYL6,25541,28018,28274,16697,19202,15588
MYL6B,260,290,286,315,337,322
MYL7,2,4,2,0,0,0
MYL9,18368,20553,20031,5096,5909,4415
MYLIP,71,65,64,36,50,46
MYLK,21473,22877,22547,7052,7656,6459
MYLK2,0,0,0,6,8,2
MYLK3,18,21,38,4,4,5
MYLK4,31,40,38,18,10,17
MYMK,0,0,0,0,0,0
MYMX,0,0,0,0,0,0
MYNN,457,526,491,630,712,633
MYO10,3798,3971,4177,5336,6122,5186
MYO15A,22,23,16,8,16,10
MYO15B,85,86,78,17,15,12
MYO16,4,12,13,4,10,4
MYO18A,1346,1434,1436,955,1030,931
MYO18B,0,0,0,0,1,0
MYO19,247,263,262,1101,1169,981
MYO1A,1,0,0,3,3,3
MYO1B,4104,4583,4791,6962,7622,6438
MYO1C,8645,9214,9352,6231,6827,5786
MYO1D,3687,3893,3824,1585,1832,1311
MYO1E,2685,2786,2934,1463,1633,1303
MYO1F,10,10,25,13,6,4
MYO1G,15,6,12,5,2,0
MYO1H,2,0,0,0,0,0
MYO3A,0,0,0,0,0,0
MYO3B,0,0,0,0,0,0
MYO5A,2317,2353,2595,2960,3342,2794
MYO5B,23,16,35,19,15,15
MYO5C,4,3,6,4,11,9
MYO6,1807,2099,2202,1436,1629,1312
MYO7A,0,0,0,0,2,1
MYO7B,26,20,40,16,34,28
MYO9A,1479,1413,1540,1537,1862,1595
MYO9B,1433,1404,1523,1984,2160,1796
MYOC,1,3,4,0,0,0
MYOCD,263,282,255,74,73,51
MYOCOS,1,0,0,0,0,0
MYOD1,0,0,0,0,0,0
MYOF,24869,25563,26668,15897,17202,14357
MYOG,0,0,0,0,0,0
MYOM1,16,19,20,10,2,7
MYOM2,4,1,0,2,1,5
MYOM3,1,0,0,2,0,2
MYORG,71,45,65,60,61,43
MYOT,0,0,0,0,0,1
MYOZ1,63,81,99,19,8,1
MYOZ2,15,18,24,0,2,1
MYOZ3,13,8,12,11,8,17
MYPN,298,348,399,1627,1662,1365
MYPOP,62,82,63,60,48,106
MYRF,68,55,57,30,42,20
MYRFL,0,0,0,0,0,0
MYRIP,2,3,2,17,21,6
MYSM1,1499,1567,1757,2521,2807,2346
MYT1,0,0,0,2,0,0
MYT1L,1,1,4,6,5,3
MYZAP,96,60,93,53,44,32
MZB1,0,0,0,0,0,1
MZF1,191,276,290,236,238,194
MZT1,305,354,371,1650,1923,1526
MZT2A,93,93,84,137,149,128
MZT2B,272,304,294,392,410,384
N4BP1,883,909,1007,868,956,889
N4BP2,541,538,574,448,501,430
N4BP2L1,74,41,41,32,30,26
N4BP2L2,3264,3258,3459,2458,2781,2314
N4BP3,3,2,5,20,18,15
N6AMT1,293,348,361,366,381,400
NAA10,488,604,488,750,727,679
NAA11,0,0,0,0,0,0
NAA15,1205,1333,1254,3261,3816,3368
NAA16,372,341,437,606,694,606
NAA20,740,749,782,1373,1752,1509
NAA25,504,586,598,1219,1565,1258
NAA30,721,810,754,1214,1470,1170
NAA35,555,598,586,917,1099,943
NAA38,164,197,209,210,253,198
NAA40,279,377,383,491,508,423
NAA50,3105,3308,3202,6492,7313,6179
NAA60,449,528,464,524,576,502
NAA80,29,38,39,28,38,35
NAAA,262,363,289,193,202,193
NAALAD2,33,36,29,13,13,17
NAALADL1,57,52,69,52,46,30
NAALADL2,406,427,508,191,146,140
NAB1,617,665,706,1042,1221,1015
NAB2,383,464,418,551,687,562
NABP1,11899,11711,12943,3978,4258,3739
NABP2,273,265,302,426,597,506
NACA,5107,5942,5648,8047,9406,7830
NACA2,0,0,0,0,0,0
NACAD,93,83,86,54,59,52
NACC1,676,767,769,1380,1596,1322
NACC2,1466,1655,1668,863,992,907
NADK,731,811,800,1011,1046,847
NADK2,365,523,402,893,983,825
NADSYN1,865,837,802,581,726,692
NAE1,675,742,731,1542,1696,1418
NAF1,250,195,198,294,431,406
NAGA,458,508,505,672,809,621
NAGK,667,674,742,911,881,803
NAGLU,370,508,554,290,302,217
NAGPA,167,183,134,166,221,186
NAGS,16,20,12,40,54,50
NAIF1,114,121,126,128,140,130
NAIP,92,126,101,119,73,113
NALCN,67,59,79,29,42,29
NALF1,56,46,42,25,36,31
NALF2,0,0,2,0,0,1
NAMPT,1454,1692,1662,4272,5034,3760
NANOG,0,0,0,0,0,0
NANOGNB,0,0,0,0,0,0
NANOGP8,1,2,0,0,0,0
NANOS1,76,53,63,25,18,11
NANOS2,0,0,0,0,0,0
NANOS3,3,3,0,2,2,2
NANP,245,249,238,404,514,373
NANS,976,1111,1063,948,1026,888
NAP1L1,6164,6892,6728,11819,13822,11477
NAP1L2,2,8,6,5,8,3
NAP1L3,127,136,114,64,92,63
NAP1L4,1211,1418,1403,2488,2690,2236
NAP1L5,238,275,301,322,378,296
NAPA,1050,1119,1140,958,1067,921
NAPB,366,357,396,370,402,316
NAPEPLD,586,605,641,431,396,379
NAPG,912,1042,1077,1327,1422,1242
NAPRT,37,29,44,22,25,31
NAPSA,8,10,11,6,12,3
NARF,220,278,245,310,355,282
NARS1,4521,4864,4850,8665,9737,8428
NARS2,241,314,311,503,565,461
NASP,641,764,716,2969,3400,2822
NAT1,209,214,280,178,231,166
NAT10,523,638,627,1255,1379,1207
NAT14,116,161,181,134,164,150
NAT16,0,0,0,0,4,2
NAT2,2,3,2,0,0,0
NAT8,0,0,2,0,0,0
NAT8B,0,0,0,0,0,0
NAT8L,6,4,8,14,27,30
NAT9,412,443,408,492,578,399
NATD1,481,565,523,125,208,128
NAV1,2493,2702,2809,4575,5193,4437
NAV2,1504,1652,1606,4388,4824,4030
NAV3,3992,4313,4132,2353,2593,2096
NAXD,464,499,499,478,476,401
NAXE,309,362,354,365,389,376
NBAS,1109,1325,1391,1214,1463,1197
NBDY,405,520,496,285,327,281
NBEA,1522,1490,1623,361,433,342
NBEAL1,2504,2461,2696,1561,1625,1360
NBEAL2,153,121,132,120,161,104
NBL1,837,1028,1000,1825,2306,1815
NBN,1335,1425,1394,2533,2790,2396
NBPF1,977,964,1012,1411,1692,1504
NBPF10,854,395,499,766,698,610
NBPF11,301,333,320,284,364,296
NBPF12,601,511,682,674,768,706
NBPF14,1233,1260,1269,1946,1907,1652
NBPF15,1378,1472,1559,1651,1970,1853
NBPF19,623,568,587,802,971,673
NBPF20,261,283,307,572,614,628
NBPF26,821,667,794,1146,1325,1164
NBPF3,512,533,533,635,708,587
NBPF4,0,0,0,0,4,0
NBPF6,1,3,0,0,0,3
NBPF8,702,723,512,1165,1120,952
NBPF9,1194,1271,1331,1822,2111,1824
NBR1,5244,5912,6032,4317,4984,4098
NCALD,130,127,115,61,85,57
